agency_cd,site_no,station_nm,site_tp_cd,dec_lat_va,dec_long_va,colocated,queryTime,state
USGS,392952075260202,330407-- PW 2,GW,39.5025833,-75.43352778,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393414075253701,331154-- Irr,GW,39.57055556,-75.4269444,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393604075252901,330932-- town Hall 1,GW,39.6010833,-75.42425,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393319075252301,331157-- Irr 1,GW,39.55527778,-75.4230556,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393317075252201,331148-- Irr,GW,39.5547222,-75.42277778,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393316075252701,331110-- Irr 1,GW,39.5548611,-75.42277778,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394557075252301,330086-- 4 (PW-3),GW,39.765,-75.4219167,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393137075245801,330384-- 1-Irr-73,GW,39.5272222,-75.41663889,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394657075254401,330951-- Eaw-04 Oldmans,GW,39.78130556,-75.4125,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394328075244601,330076-- Dom 1,GW,39.72438889,-75.4123611,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393912075243602,330065-- Course Land 3B,GW,39.65344685,-75.4096383,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393255075242501,331209-- PW 8,GW,39.5486111,-75.4069444,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393253075242502,330241-- Quinton,GW,39.54869444,-75.40627778,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393827075240801,331121-- Irr 4,GW,39.6408333,-75.4022222,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394737075224301,150444-- Tw 7D,GW,39.79930556,-75.3951944,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393956075231001,331142-- Irr 3,GW,39.66555556,-75.38813889,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393846075230001,330581-- Cowtown Auctioneers 2,GW,39.65880556,-75.3773611,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393942075223402,330166-- Course Land 4B,GW,39.6617803,-75.3757477,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394638075223101,151726-- Obs,GW,39.7772222,-75.37527778,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394117075220701,330198-- Irr 74,GW,39.6881111,-75.3681111,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394228075221301,330920-- Auburn 2,GW,39.71075255,-75.3668854,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393332075215101,330973-- Elem Sch,GW,39.55891667,-75.3641944,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394606075213302,150140-- Test Well 4,GW,39.7689722,-75.35927778,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394606075213301,150139-- Test Well 3,GW,39.7689722,-75.3591944,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393734075211101,330664-- Com 2,GW,39.6262248,-75.3526915,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394704075205801,150585-- Dp5,GW,39.7843611,-75.3495,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394534075205101,151829-- PW 7,GW,39.75944444,-75.3475,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394434075201201,151484-- Woolwich MW-3,GW,39.7428914,-75.3363001,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393848075201001,330158-- Com 1,GW,39.6467804,-75.3357459,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394352075194101,151842-- MW-2,GW,39.7311111,-75.3280556,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394928075194101,150398-- 419,GW,39.8266111,-75.32727778,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394804075193301,150618-- Gaventa Deep,GW,39.80091667,-75.3262222,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393914075193001,330355-- C1,GW,39.65400268,-75.3246341,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394132075192401,151841-- MW-1,GW,39.6922222,-75.3233333,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394350075191601,151104-- MW 3,GW,39.73066919,-75.32074398,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394637075191602,150616-- Shiveler Middle,GW,39.77741667,-75.3205833,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394637075191601,150615-- Shiveler Lower,GW,39.77738889,-75.32052778,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394637075191603,150617-- Shiveler Upper,GW,39.7773611,-75.3204722,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394037075191501,330187-- Point Airy Obs,GW,39.6771415,-75.3203558,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394553075192002,151031-- MW-1B,GW,39.76463889,-75.32025,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394350075191001,150339-- Ind 1,GW,39.73066918,-75.3190772,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393846075190901,330933-- Woodstown PW 5,GW,39.64616938,-75.3188006,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393847075191001,330902-- Woodstown PW 4,GW,39.64591939,-75.31766168,FALSE,2019-10-28T19:27:04Z,NJ
USGS,392508075184601,110073-- Sheppards 2 Obs,GW,39.41900295,-75.3124141,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394434075184001,151112-- PW 4,GW,39.7428358,-75.3112433,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394434075184301,150236-- Swedesboro PW 3,GW,39.74291914,-75.31104889,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394510075183802,150240-- Swedesboro Ind 9,GW,39.75305556,-75.3108611,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394437075183201,151900-- PW 5,GW,39.7436111,-75.30888889,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393330075181701,330008-- Dom 1,GW,39.55819444,-75.3060833,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393924075182101,331145-- Obs 1,GW,39.65666667,-75.3058333,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393050075180001,330832-- Ag14,GW,39.5143611,-75.30027778,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393534075175201,330020-- Horner Obs,GW,39.59289186,-75.2974114,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394957075173701,150357-- Dupont 7 Obs,GW,39.83316667,-75.2934722,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394944075172801,151015-- Dupont Obs 34,GW,39.82891667,-75.2911667,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394937075172801,151125-- Repauno M-47,GW,39.82702778,-75.29063889,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393422075170601,330937-- Bsa Swimming Pool,GW,39.57297536,-75.2845777,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394244075165901,151105-- Com 1,GW,39.7123359,-75.2826868,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393202075163001,330002-- Bostwick 3,GW,39.53494444,-75.28227778,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393516075164701,330821-- Ag07,GW,39.5877222,-75.28013889,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394518075164001,150344-- NJTA Int 2,GW,39.75541667,-75.27727778,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394946075161201,150678-- W-5L,GW,39.82966667,-75.2701944,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394946075161202,150679-- W-5M,GW,39.82977778,-75.2701111,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394826075161101,151346-- Irr-1985,GW,39.80741667,-75.2694722,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395038075160501,150680-- W-7L,GW,39.8446111,-75.26802778,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394344075155901,151787-- Irr,GW,39.72888889,-75.26638889,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394442075154901,151529-- PW5,GW,39.7451135,-75.2632409,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394443075154901,151530-- Obs 3,GW,39.74539129,-75.2632409,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394920075154101,150348-- PW 6,GW,39.8194722,-75.26088889,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394527075154001,151504-- South Jersey 3 Obs,GW,39.75761346,-75.26074068,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394948075152401,150738-- W-4C/L,GW,39.83025,-75.25663889,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393618075152201,330981-- Dom,GW,39.605,-75.2561111,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393943075223601,330168-- Dom,GW,39.63752778,-75.2561111,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393814075152201,330292-- Stock Supply 1,GW,39.6373363,-75.25574209,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394113075150901,151804-- Irr,GW,39.68694444,-75.2525,FALSE,2019-10-28T19:27:04Z,NJ
USGS,391746075151002,110092-- Bay Point 2,GW,39.29638889,-75.25213889,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393159075150201,110889-- Ag12,GW,39.53302778,-75.2506111,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394625075145601,151838-- PW 4,GW,39.7736111,-75.24888889,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394426075145101,151528-- PW5/Obs1,GW,39.74066909,-75.247129,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395024075145002,151201-- Mobil MW2-L1,GW,39.84016667,-75.2468611,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394710075144401,151391-- Db-13,GW,39.78622448,-75.2451839,FALSE,2019-10-28T19:27:04Z,NJ
USGS,391647075123301,110349-- Dom,GW,39.28188889,-75.2395833,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394950075142201,150213-- Paulsboro PW 5,GW,39.82988889,-75.239,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395047075143302,151122-- R-9-A,GW,39.8451111,-75.2380833,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395039075141703,151786-- MW-137,GW,39.84416667,-75.2380556,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395039075141701,151540-- Bp Oil MW184,GW,39.8441111,-75.2379444,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394155075140101,150910-- Domestic 1981,GW,39.698,-75.2368611,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393858075140601,330904-- Dom,GW,39.6499722,-75.23525,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393752075133801,330886-- Dom,GW,39.63105556,-75.2274167,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394503075132501,150346-- Irr,GW,39.75727778,-75.2268333,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394408075133002,150130-- PW 3,GW,39.73600258,-75.2242663,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394040075132401,151005-- Dom,GW,39.67905556,-75.2239722,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394755075132701,150028-- East Greenwich PW 2,GW,39.7986111,-75.2233333,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393523075132801,330822-- Ag08,GW,39.59025,-75.2231111,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394323075132001,151517-- Rec Park Irr,GW,39.7237222,-75.2220833,FALSE,2019-10-28T19:27:04Z,NJ
USGS,392432075131201,111220-- Bridgeton PW 24,GW,39.409,-75.22002778,FALSE,2019-10-28T19:27:04Z,NJ
USGS,392438075130301,111571-- Well 23,GW,39.41091667,-75.21752778,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395115075125701,151106-- Pz-3I,GW,39.8542222,-75.2146667,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394822075124701,150355-- East Greenwich PW 3,GW,39.8060833,-75.21302778,FALSE,2019-10-28T19:27:04Z,NJ
USGS,392439075123901,111221-- Bridgeton  PW 22,GW,39.41091667,-75.2108056,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395044075124201,150308-- Pennwalt TW 8,GW,39.8448333,-75.2104722,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395030075123601,150303-- Pennwalt TW 1,GW,39.842,-75.21002778,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393916075122201,330817-- Ag03,GW,39.65430556,-75.2058056,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393100075122201,111014-- Ag-6B,GW,39.51678165,-75.205741,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394638075120102,150687-- Lf X-6S,GW,39.77541667,-75.1968333,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394638075120101,150676-- Landfill X-6D,GW,39.77541667,-75.1968056,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393952075113801,151756-- Recreational,GW,39.6643333,-75.194,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393625075112501,330816-- Ag04,GW,39.6075,-75.18952778,FALSE,2019-10-28T19:27:04Z,NJ
USGS,404146075112101,410461-- MW119,GW,40.6962099,-75.1887871,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395223075111701,150778-- National Park #9-OW-Bl,GW,39.87277778,-75.1885556,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395223075111702,150779-- National Pk #11-OW-Bu,GW,39.8728333,-75.1884722,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395223075111703,150780-- National Pk #10-OW-Bm,GW,39.87280556,-75.1884167,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395206075111801,150772-- National Park #3-OW-Al,GW,39.86813889,-75.18813889,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395206075111802,150773-- National Park #5-OW-Au,GW,39.86813889,-75.1881111,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395206075111803,150774-- National Park #4-OW-Am,GW,39.86816667,-75.1881111,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395202075111501,150770-- National Park #1-PW-L,GW,39.8671111,-75.18738889,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395202075111502,150771-- National Park #2-PW-M,GW,39.86733546,-75.1871239,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394913075110501,150282-- 5 Kings Hiway,GW,39.8203611,-75.1845833,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394605075105501,151784-- Dom,GW,39.76805556,-75.1819444,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394820075103301,150415-- Test 8-79,GW,39.8104722,-75.1795,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393508075104501,330456-- Elmer PW 8,GW,39.5854758,-75.1794048,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394827075104001,151339-- 8-1981 Pkvlle Rd,GW,39.80761358,-75.17740128,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394821075102601,150276-- West Deptford PW 4,GW,39.80588889,-75.1735833,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393534075101801,330022-- Elmer PW 6,GW,39.5927258,-75.17179308,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394923075101901,151176-- Deep 1,GW,39.82505556,-75.1708056,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393532075101203,330844-- Ou01-Ten,GW,39.5923611,-75.1697222,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394732075103601,150194-- Mantua PW 4,GW,39.783,-75.1688611,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394939075100701,150295-- Irr,GW,39.82769444,-75.1683056,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394404075100201,151767-- PW 6A,GW,39.73444444,-75.1672222,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394346075095901,150127-- Irr-5,GW,39.72969444,-75.1653056,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395107075094601,150312-- 6 Red Bank Ave,GW,39.852,-75.1624444,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395153075094901,150430-- Eagle Point 6A,GW,39.86513889,-75.1616667,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394340075094001,151206-- Mantua MW-8A,GW,39.72780556,-75.16125,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394425075095701,151119-- Mantua PW 8,GW,39.7275,-75.1604444,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394252075093701,150123-- Ind 1,GW,39.71494444,-75.1594444,FALSE,2019-10-28T19:27:04Z,NJ
USGS,403719075091801,410387-- MW82,GW,40.6220448,-75.1546189,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394311075091401,151442-- Db-18,GW,39.7198364,-75.1535115,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394950075090901,150331-- Railroad 9,GW,39.83175,-75.15225,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393027075090901,330837-- Und07,GW,39.50825,-75.15202778,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394743075090201,150274-- PW 1,GW,39.7953333,-75.14988889,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395132075083201,150373-- PW 7,GW,39.85766667,-75.14838889,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395221075085601,150321-- Eagle Point 5,GW,39.87225,-75.1476667,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394103075084901,151448-- Irr-1957,GW,39.6841111,-75.1474722,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394858075084501,150330-- 1 Helen Ave,GW,39.81644444,-75.1460556,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395036075084201,151485-- Redbank 8,GW,39.8435,-75.1399722,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394628075081303,150008-- Sewell 2A,GW,39.77419444,-75.13675,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394733075081201,151036-- Deptford PW 7,GW,39.79466667,-75.1351944,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394205075075301,150060-- Glassboro PW 3,GW,39.70180556,-75.1323611,FALSE,2019-10-28T19:27:04Z,NJ
USGS,403951075075301,410390-- MW93,GW,40.66426645,-75.13100758,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394553075075301,151387-- Com 1,GW,39.7621111,-75.12913889,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394543075074601,150187-- Ind #2,GW,39.7625,-75.12913889,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394843075072801,150374-- Deptford PW 6,GW,39.81505556,-75.1242222,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395115075070601,150024-- Deptford PW 4,GW,39.85419444,-75.1176944,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394308075070201,150063-- Glassboro PW 4,GW,39.719,-75.1164444,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394415075065601,151254-- Ou12,GW,39.7386111,-75.1149444,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394319075064401,151273-- Db-5,GW,39.72205885,-75.1118417,FALSE,2019-10-28T19:27:04Z,NJ
USGS,392528075064101,110163-- Fair Grounds 3 Obs,GW,39.42400396,-75.11157,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394209075063803,151263-- Ou09-Ten,GW,39.70275,-75.1104167,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394211075063701,151240-- Ou09,GW,39.70275,-75.11038889,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394323075063702,151247-- Nu17-Probe,GW,39.72266667,-75.1100833,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395221075063301,070012-- Bellmawr PW 3,GW,39.87280556,-75.1097222,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394653075063101,151000-- Dom 1,GW,39.7795585,-75.1082298,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394119075062701,151126-- Glassboro Ml-1 Obs,GW,39.68872569,-75.10711999,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395007075061301,151089-- Booster Sta 8,GW,39.83777778,-75.10463889,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394031075060501,150998-- Clayton 1 Obs,GW,39.6753333,-75.1019444,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394523075060501,151390-- Db-12,GW,39.75650318,-75.1010069,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394718075060401,150953-- Dom 2,GW,39.7885,-75.10088889,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394100075055301,151060-- PW 6,GW,39.68341667,-75.098,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393903075055301,151389-- Db-11,GW,39.6509481,-75.0976758,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395611075054601,070541-- TW-8-79,GW,39.93650176,-75.0957298,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393015075054501,330836-- Ag15,GW,39.50469444,-75.0955556,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394227075054101,151272-- Db-6,GW,39.70761456,-75.0943408,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393917075053602,151262-- Ou04-Ten,GW,39.65469444,-75.09313889,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394329075053601,151446-- Db-16,GW,39.7248367,-75.0929514,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395552075053501,070068-- PW 13,GW,39.93266846,-75.0928685,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395152075053301,070523-- Bellmawr 5,GW,39.8643333,-75.0920833,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394957075053001,150671-- Deptford Deep Obs,GW,39.8326137,-75.09128449,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395726075051801,070111-- Camden div 50,GW,39.9568627,-75.0885351,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393912075052201,150001-- Clayton P-3,GW,39.6535,-75.0884444,FALSE,2019-10-28T19:27:04Z,NJ
USGS,393912075051801,151223-- Clayton Boro MW-3/1-Obs,GW,39.6536111,-75.08838889,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394631075051701,150433-- Washington Twp PW 9,GW,39.7747531,-75.08789499,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395426075051401,070171-- 7(B),GW,39.9073631,-75.0871736,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395718075051302,070597-- PW 55,GW,39.95502939,-75.0868406,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394743075051101,151577-- Well 9R,GW,39.7954722,-75.0855833,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394241075050701,151646-- Nu-24 Repl,GW,39.71138889,-75.08527778,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394243075051401,151234-- Nu24,GW,39.7115,-75.0850556,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394325075045801,151209-- Nu01,GW,39.7240833,-75.0826111,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394325075045802,151266-- Nu01-Ten,GW,39.7240833,-75.0825556,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394234075045403,151367-- Washington Twp PW 17,GW,39.7096111,-75.0825,FALSE,2019-10-28T19:27:04Z,NJ
USGS,410049075045801,410386-- MW92,GW,41.01370679,-75.0823989,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395731075045801,070547-- PW 54,GW,39.9588071,-75.0823126,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394234075045402,151203-- Washtington Twp MW-9,GW,39.70955907,-75.0812843,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394127075045601,151216-- Und04,GW,39.6907222,-75.08113889,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394553075044901,151524-- Washington Twp Park & Rec Well 1,GW,39.7652222,-75.07927778,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395358075044701,070322-- Oaklyn Test,GW,39.89980556,-75.07888889,FALSE,2019-10-28T19:27:04Z,NJ
USGS,404901075043601,410648-- MW 95R,GW,40.81693056,-75.0766306,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395248075043301,070285-- Eggbert 18,GW,39.8796689,-75.0760061,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395247075043201,070284-- Eggbert 35,GW,39.8798078,-75.0760061,FALSE,2019-10-28T19:27:04Z,NJ
USGS,395246075043301,070283-- Egbert Obs,GW,39.8795578,-75.0757283,FALSE,2019-10-28T19:27:04Z,NJ
USGS,394342075043201,150248-- Washington Twp PW 5,GW,39.7286111,-75.0755833,FALSE,2019-10-28T19:27:04Z,NJ
