agency_cd,site_no,station_nm,site_tp_cd,dec_lat_va,dec_long_va,colocated,queryTime,state
USGS,322547086072101,Well NAWQA LUSCR1-4 Elmore Cnty AL,GW,32.4298611,-86.1225278,FALSE,2019-10-28T19:26:56Z,AL
USGS,323347086054901,Well NAWQA FLH 27 Elmore County Al,GW,32.56319444,-86.0969167,FALSE,2019-10-28T19:26:56Z,AL
USGS,323315086032801,Well NAWQA FLH 26 Elmore County Al,GW,32.55430556,-86.05775,FALSE,2019-10-28T19:26:56Z,AL
USGS,322749085572301,Well NAWQA LUSCR1-10 Elmore Cnty AL,GW,32.46358333,-85.9562778,FALSE,2019-10-28T19:26:56Z,AL
USGS,322721085564601,Well NAWQA LUSCR1-11 Elmore Cnty AL,GW,32.45575,-85.946,FALSE,2019-10-28T19:26:56Z,AL
USGS,322842085562901,Well NAWQA LUSCR1-1 Elmore Cnty AL,GW,32.47827778,-85.9412778,FALSE,2019-10-28T19:26:56Z,AL
USGS,322818085560601,Well NAWQA LUSCR1-2 Elmore Cnty AL,GW,32.47191667,-85.9351111,FALSE,2019-10-28T19:26:56Z,AL
USGS,322434085555601,Well NAWQA LUSCR1-14 Macon Cnty AL,GW,32.40944444,-85.9323056,FALSE,2019-10-28T19:26:56Z,AL
USGS,322801085555101,Well NAWQA LUSCR1-18 Elmore Cnty AL,GW,32.467,-85.9306667,FALSE,2019-10-28T19:26:56Z,AL
USGS,322131085554301,Well NAWQA LUSCR1-17 Macon Cnty AL,GW,32.35863889,-85.9284444,FALSE,2019-10-28T19:26:56Z,AL
USGS,322655085551501,Well NAWQA LUSCR1-7 Macon Cnty AL,GW,32.44869444,-85.9207778,FALSE,2019-10-28T19:26:56Z,AL
USGS,322500085551201,Well NAWQA LUSCR1-9 Macon Cnty AL,GW,32.41691667,-85.9199167,FALSE,2019-10-28T19:26:56Z,AL
USGS,322834085542201,Well NAWQA LUSCR1-12 Elmore Cnty AL,GW,32.4759722,-85.9060556,FALSE,2019-10-28T19:26:56Z,AL
USGS,322648085541601,Well NAWQA LUSCR1-6 Macon Cnty AL,GW,32.44677778,-85.9046111,FALSE,2019-10-28T19:26:56Z,AL
USGS,322658085465001,Well NAWQA FLH 24 Macon County Al,GW,32.44930556,-85.7796667,FALSE,2019-10-28T19:26:56Z,AL
USGS,311805085462401,Well M 23 311805085462401 Dale County Al,GW,31.3018107,-85.773408,FALSE,2019-10-28T19:26:56Z,AL
USGS,321358085422101,Well NAWQA FLH 23 Bullock County Al,GW,32.23291667,-85.7057778,FALSE,2019-10-28T19:26:56Z,AL
USGS,313139085402101,Well  F  24  313139085402101 Dale County Al,GW,31.52766715,-85.672439,FALSE,2019-10-28T19:26:56Z,AL
USGS,322838085383201,NAWQA FLH-25-1,GW,32.47710556,-85.6420528,FALSE,2019-10-28T19:26:56Z,AL
USGS,333605085204701,Well CLEBURNE CO WELL 001 Cleburne County Al,GW,33.60131944,-85.3463583,FALSE,2019-10-28T19:26:56Z,AL
USGS,312118085193001,Well   X 4 Henry Cnty AL,GW,31.3552222,-85.3250278,FALSE,2019-10-28T19:26:56Z,AL
USGS,312119085192901,Well X 6,GW,31.3552,-85.3248,FALSE,2019-10-28T19:26:56Z,AL
USGS,611725149335401,SB01400223BCCD1  003  KB-6,GW,61.2900097,-149.5963756,FALSE,2019-10-28T19:26:56Z,AK
USGS,645434147385101,FB00100113DDBC2  001    MCGRATH WELL,GW,64.90901497,-147.6499314,FALSE,2019-10-28T19:26:56Z,AK
USGS,644331147183901,FD00200222DABD1  006    DSAP-16,GW,64.724854,-147.3132409,FALSE,2019-10-28T19:26:56Z,AK
USGS,644435147172001,FD00200214ACBC1  002    DSAP-9,GW,64.7426324,-147.291298,FALSE,2019-10-28T19:26:56Z,AK
USGS,644400147151502,FD00200224ABBB2   001     P-251A,GW,64.7333333,-147.2575,FALSE,2019-10-28T19:26:56Z,AK
USGS,644454147151701,FD00200213ABBB1  006    DSAP-6,GW,64.7479109,-147.2571315,FALSE,2019-10-28T19:26:56Z,AK
USGS,644444147143901,FD00200213AACD1  005    DSAP-7,GW,64.7451334,-147.2465755,FALSE,2019-10-28T19:26:56Z,AK
USGS,644528147131202,FD00200307ACBD2   001     P-252A,GW,64.75777778,-147.223611,FALSE,2019-10-28T19:26:56Z,AK
USGS,582359134352103,CD04006618CBCA3  019,GW,58.3993961,-134.5909486,FALSE,2019-10-28T19:26:56Z,AK
USGS,350212114354801,B-19-22 14BCB1,GW,35.03663448,-114.5977095,FALSE,2019-10-28T19:26:57Z,AZ
USGS,345818114333701,B-18-21 06CAD1,GW,34.9732718,-114.5557857,FALSE,2019-10-28T19:26:57Z,AZ
USGS,345342114323701,B-17-21 05BBB1,GW,34.89499544,-114.5445075,FALSE,2019-10-28T19:26:57Z,AZ
USGS,333117114322801,B-02-22 16BBA1,GW,33.52169068,-114.5432735,FALSE,2019-10-28T19:26:57Z,AZ
USGS,322651114301504,C-11-23 27ACB3,GW,32.44747249,-114.5048367,FALSE,2019-10-28T19:26:57Z,AZ
USGS,333859114291701,B-04-22 36BAB1,GW,33.64945975,-114.4891207,FALSE,2019-10-28T19:26:57Z,AZ
USGS,344408114260401,B-16-20H11CCD1,GW,34.73515988,-114.4359459,FALSE,2019-10-28T19:26:57Z,AZ
USGS,324003114235701,C-09-21 10ABC1 [FORTUNA WASH WELL],GW,32.6675595,-114.3998647,FALSE,2019-10-28T19:26:57Z,AZ
USGS,335506114205101,B-07-20 29DAA1,GW,33.91804974,-114.3489522,FALSE,2019-10-28T19:26:57Z,AZ
USGS,340450114153401,B-09-19 32BDD1,GW,34.08064799,-114.2604329,FALSE,2019-10-28T19:26:57Z,AZ
USGS,335958114134801,B-08-19 34BBB1,GW,33.99931627,-114.2310424,FALSE,2019-10-28T19:26:57Z,AZ
USGS,340828114125401,B-09-19 11BBD1,GW,34.14133349,-114.215818,FALSE,2019-10-28T19:26:57Z,AZ
USGS,355224113511401,B-29-15 25BCC1 [HUALAPAI TEST WELL],GW,35.87332214,-113.854673,FALSE,2019-10-28T19:26:57Z,AZ
USGS,364528113080901,B-39-08 27AAB1,GW,36.7576361,-113.136086,FALSE,2019-10-28T19:26:57Z,AZ
USGS,364528113081001,B-39-08 27AAB2 [NORTH RIM WINDMILL],GW,36.75779167,-113.136036,FALSE,2019-10-28T19:26:57Z,AZ
USGS,365602112460201,B-41-04 19CDC UNSURV [PVC Well],GW,36.9338738,-112.7679839,FALSE,2019-10-28T19:26:57Z,AZ
USGS,365403112452801,B-40-04 06AAC1 [Kaibab-Paiute Well],GW,36.9008185,-112.758538,FALSE,2019-10-28T19:26:57Z,AZ
USGS,365236112442501,B-40-04 17ACC [PISP NPS Monitoring Well],GW,36.87665209,-112.7410368,FALSE,2019-10-28T19:26:57Z,AZ
USGS,350616112435601,B-20-04 19CBA [Big Chino],GW,35.10445827,-112.7329563,FALSE,2019-10-28T19:26:57Z,AZ
USGS,350403112421801,B-19-04 05ABA1,GW,35.0674871,-112.7056504,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,350427112414701,B-20-04 33CBD2 [WMW 2],GW,35.07405556,-112.6971667,FALSE,2019-10-28T19:26:57Z,AZ
USGS,350332112413701,B-19-04 04CAC,GW,35.058904,-112.6943447,FALSE,2019-10-28T19:26:57Z,AZ
USGS,350237112405601,B-19-04 10CCB1 [Church Camp],GW,35.0435156,-112.6827056,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,350232112404901,B-19-04 10CCB2 [WMW 3],GW,35.04221008,-112.6809555,FALSE,2019-10-28T19:26:57Z,AZ
USGS,345518112332701,B-18-03 26BBC1 [WINEGLASS RANCH],GW,34.92168565,-112.5582298,FALSE,2019-10-28T19:26:57Z,AZ
USGS,345423112311901,B-18-02 31BCB,GW,34.90446397,-112.5232287,FALSE,2019-10-28T19:26:57Z,AZ
USGS,345557112294501,B-18-02 20DBB [PILOTS REST],GW,34.9319635,-112.4968394,FALSE,2019-10-28T19:26:57Z,AZ
USGS,345528112283201,B-18-02 28ABA [Paulden North],GW,34.92390818,-112.4768389,FALSE,2019-10-28T19:26:57Z,AZ
USGS,345658112223701,GIPE WELL (SRP MONITORING WELL),GW,34.9494634,-112.3776704,FALSE,2019-10-28T19:26:57Z,AZ
USGS,324953112151401,D-07-01 10CBC2 [Vekol],GW,32.83143844,-112.2545888,FALSE,2019-10-28T19:26:57Z,AZ
USGS,355308112054101,A-29-03 20BCD1,GW,35.8837,-112.0973889,FALSE,2019-10-28T19:26:57Z,AZ
USGS,355254112054901,A-29-03 20CBA1 [CANYON MINE OBSERVATION WELL],GW,35.88154444,-112.0968139,FALSE,2019-10-28T19:26:57Z,AZ
USGS,344544112025001,A-16-03 20DDC [Clarkdale],GW,34.76224304,-112.0479362,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,344354112014901,A-15-03 04ABA1 [Cottonwood ALP25],GW,34.73079909,-112.0322687,FALSE,2019-10-28T19:26:57Z,AZ
USGS,344428112004801,A-16-03 34ADC [Cottonwood Shallow],GW,34.741132,-112.0140459,FALSE,2019-10-28T19:26:57Z,AZ
USGS,344331111515501,A-15-05 06BCD,GW,34.7252985,-111.8659873,FALSE,2019-10-28T19:26:57Z,AZ
USGS,343409111511101,A-14-05 32BBB1 [Camp Verde],GW,34.56919118,-111.8537624,FALSE,2019-10-28T19:26:57Z,AZ
USGS,343850111460701,A-15-05 36DBD1 [Rim Rock W2],GW,34.64716667,-111.7685,FALSE,2019-10-28T19:26:57Z,AZ
USGS,312946111334501,D-22-08 19DBC1,GW,31.49678464,-111.5621346,FALSE,2019-10-28T19:26:57Z,AZ
USGS,312827111303301,D-22-08 34ABD1,GW,31.47650754,-111.5095492,FALSE,2019-10-28T19:26:57Z,AZ
USGS,313429111301501,D-21-08 27ADA1,GW,31.57444988,-111.5056046,FALSE,2019-10-28T19:26:57Z,AZ
USGS,313850111295701,D-20-08 35BDB1,GW,31.64628185,-111.499493,FALSE,2019-10-28T19:26:57Z,AZ
USGS,314657111271501,D-19-09 18AAA1,GW,31.78230699,-111.4555475,FALSE,2019-10-28T19:26:57Z,AZ
USGS,314135111263101,D-20-09 17ABA1,GW,31.6941146,-111.4424076,FALSE,2019-10-28T19:26:57Z,AZ
USGS,314830111243101,D-19-09 03ACA1,GW,31.80816767,-111.40913,FALSE,2019-10-28T19:26:57Z,AZ
USGS,315241111240301,D-18-09 11BCC1,GW,31.87799907,-111.402409,FALSE,2019-10-28T19:26:57Z,AZ
USGS,315257111234501,D-18-09 11BAC1,GW,31.88311007,-111.3970757,FALSE,2019-10-28T19:26:57Z,AZ
USGS,315825111230601,D-17-09 02DDA1,GW,31.9751631,-111.3863273,FALSE,2019-10-28T19:26:57Z,AZ
USGS,320104111215301,D-16-10 19CCA1,GW,32.01980107,-111.3659662,FALSE,2019-10-28T19:26:57Z,AZ
USGS,313506111210901,D-21-10 19DAD1,GW,31.585056260000002,-111.3525826,FALSE,2019-10-28T19:26:57Z,AZ
USGS,320313111203201,D-16-10 08BDD1,GW,32.05327288,-111.3427433,FALSE,2019-10-28T19:26:57Z,AZ
USGS,320339111200201,D-16-10 05DDD1,GW,32.0603006,-111.3341042,FALSE,2019-10-28T19:26:57Z,AZ
USGS,320414111193001,D-16-10 04BDA1,GW,32.06957828,-111.326965,FALSE,2019-10-28T19:26:57Z,AZ
USGS,322009111191801,D-12-10 33DDD [AF-17],GW-EX,32.3359065,-111.3223284,FALSE,2019-10-28T19:26:57Z,AZ
USGS,323510111181001,D-10-10 03BAA [TA-13],GW-EX,32.5872916,-111.303443,FALSE,2019-10-28T19:26:57Z,AZ
USGS,322339111170001,D-12-10 12CCD1 [AF-14],GW-EX,32.39423868,-111.2839943,FALSE,2019-10-28T19:26:57Z,AZ
USGS,360734111144801,03 077-13.77X08.52 [3T-333 TUBA CITY],GW,36.126104,-111.2473623,FALSE,2019-10-28T19:26:57Z,AZ
USGS,321547111144001,D-13-11 29CDD [TA-33],GW-EX,32.2631313,-111.2451023,FALSE,2019-10-28T19:26:57Z,AZ
USGS,360953111142401,03 077-13.38X05.87 [3T-546 NTUA 4 TUBA CITY],GW,36.16499255,-111.2409739,FALSE,2019-10-28T19:26:57Z,AZ
USGS,360927111142401,03 077-13.36X06.44 [NTUA 3R TUBA CITY],GW,36.1575861,-111.239975,FALSE,2019-10-28T19:26:57Z,AZ
USGS,360904111140501,03 077-13.05X06.81 [NTUA 1R TUBA CITY],GW,36.15116944,-111.2346833,FALSE,2019-10-28T19:26:57Z,AZ
USGS,322057111134801,D-12-11 33BBC [TA-32],GW-EX,32.34924019,-111.2306587,FALSE,2019-10-28T19:26:57Z,AZ
USGS,320944111125701,D-14-11 34CCC [AV-025 A],GW-EX,32.16229965,-111.2164894,FALSE,2019-10-28T19:26:57Z,AZ
USGS,360217111122601,03 077-11.59X14.61 [3K-325 TUBA CITY],GW,36.03804969,-111.2079171,FALSE,2019-10-28T19:26:57Z,AZ
USGS,320058111121901,D-16-10 29ABA1,GW,32.01624643,-111.2049048,FALSE,2019-10-28T19:26:57Z,AZ
USGS,355428111084601,03 097-08.22X06.32 [3A-28 GOLDTOOTH],GW,35.90777446,-111.146807,FALSE,2019-10-28T19:26:57Z,AZ
USGS,360918111080701,03 077-07.55X06.55 [RARE METALS 2 TUBA CITY],GW,36.15499276,-111.1359748,FALSE,2019-10-28T19:26:57Z,AZ
USGS,351023111062002,05 145-05.96X05.28 (2) [PW-1A],GW,35.17306778,-111.1062549,FALSE,2019-10-28T19:26:57Z,AZ
USGS,351022111061801,05 145-05.92x05.31 [OW-1],GW,35.17279,-111.1056994,FALSE,2019-10-28T19:26:57Z,AZ
USGS,351213111022101,A-21-12H 14C UNSURV [PW-2B],GW,35.20362319,-111.0398646,FALSE,2019-10-28T19:26:57Z,AZ
USGS,351214111022101,05 145-02.25X03.18 [OW-2B],GW,35.20390096,-111.0398646,FALSE,2019-10-28T19:26:57Z,AZ
USGS,351218111021701,05 145-02.12X03.09 [PW-2A],GW,35.2051333,-111.0380694,FALSE,2019-10-28T19:26:57Z,AZ
USGS,350706111014701,A-20-12H13CBB [Sunshine Well],GW,35.11834728,-111.0304194,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320946110591701,D-15-13 02BAB1,GW,32.16300833,-110.9883278,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320956110590101,D-14-13 35DCB3,GW,32.16566944,-110.98435,FALSE,2019-10-28T19:26:57Z,AZ
USGS,320723110585901,D-15-13 14DBD1,GW,32.12319444,-110.9837222,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320927110590001,D-15-13 02ACA2,GW,32.15793056,-110.9836833,FALSE,2019-10-28T19:26:57Z,AZ
USGS,320943110585801,D-15-13 02ABA1,GW,32.161944,-110.9834116,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,321000110585601,D-14-13 35DBD1,GW,32.1668722,-110.98285,FALSE,2019-10-28T19:26:57Z,AZ
USGS,320749110585401,D-15-13 14ABD1,GW,32.1303611,-110.9821944,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320914110585201,D-15-13 02DBD1,GW,32.1538861,-110.9817944,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320934110584701,D-15-13 02ADB1,GW,32.15946667,-110.9802222,FALSE,2019-10-28T19:26:57Z,AZ
USGS,320835110584501,D-15-13 11ADB2,GW,32.14302778,-110.9796944,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320944110583901,D-15-13 02AAA1,GW,32.16228056,-110.97835,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320845110583801,D-15-13 11AAD2,GW,32.14608333,-110.9777639,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320819110583601,D-15-13 12CBB1,GW,32.14018889,-110.9774528,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320902110583801,D-15-13 01CCC1,GW,32.15041389,-110.9773028,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320958110583301,D-14-13 36CCB2,GW,32.166275,-110.9764722,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320933110583201,D-15-13 01BCB2,GW,32.1595361,-110.9761306,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320933110583001,D-15-13 01BCB3,GW,32.15955519,-110.9760363,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320834110583301,D-15-13 12BCC1,GW,32.14310278,-110.9758583,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320907110582801,D-15-13 01CCC2,GW,32.15053333,-110.9754944,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320940110582501,D-15-13 01BBD1,GW,32.16133889,-110.9743333,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320833110582701,D-15-13 12BCD1,GW,32.1424722,-110.9742889,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320909110582101,D-15-13 01CAC1,GW,32.15306389,-110.97315,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320803110581701,D-15-13 12CDC1,GW,32.13456944,-110.9721194,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320723110581701,D-15-13 13CAC1,GW,32.12305833,-110.9719028,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320746110581201,D-15-13 13BDA3,GW,32.12940278,-110.9707972,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320746110581101,D-15-13 13BDA2,GW,32.12938056,-110.9703611,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320737110581001,D-15-13 13BDD1,GW,32.126825,-110.9698278,FALSE,2019-10-28T19:26:57Z,AZ
USGS,320710110580901,D-15-13 13CDD1,GW,32.1196111,-110.9696944,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320821110580701,D-15-13 12DBC1,GW,32.13908056,-110.9691111,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320911110580601,D-15-13 01DBC1,GW,32.153,-110.9688361,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320834110580401,D-15-13 12ACC2,GW,32.14299444,-110.9682694,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320858110580201,D-15-13 01DCC2,GW,32.14920556,-110.9679639,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320801110580201,D-15-13 13ABB1,GW,32.1337222,-110.9675694,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320800110580201,D-15-13 13ABB2,GW,32.1334946,-110.9675137,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320728110580101,D-15-13 13DBD2,GW,32.1249,-110.9669417,FALSE,2019-10-28T19:26:57Z,AZ
USGS,320719110575101,D-15-13 13DCA1 [D-6],GW,32.12196154,-110.9648191,FALSE,2019-10-28T19:26:57Z,AZ
USGS,320723110574801,D-15-13 13DAC2 [D-7],GW,32.12319207,-110.9640913,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320750110574601,D-15-13 13AAC1,GW,32.13066389,-110.9637167,FALSE,2019-10-28T19:26:57Z,AZ
USGS,320723110574401,D-15-13 13DAC3 [D-8],GW,32.1231976,-110.962819,FALSE,2019-10-28T19:26:57Z,AZ
USGS,320722110573601,D-15-14 13DDA1 [D-5],GW,32.12273376,-110.96068,FALSE,2019-10-28T19:26:57Z,AZ
USGS,320718110573801,D-15-13 13CCA,GW,32.12166667,-110.9606389,FALSE,2019-10-28T19:26:57Z,AZ
AZ014,320708110573601,D-15-14 19BBB1,GW,32.11904495,-110.960519,FALSE,2019-10-28T19:26:57Z,AZ
USGS,320704110573801,D-15-14 19BBB,GW,32.11780556,-110.9604444,FALSE,2019-10-28T19:26:57Z,AZ
USGS,320726110573401,D-15-14 18CBC5 [D-9],GW,32.12405318,-110.9601412,FALSE,2019-10-28T19:26:57Z,AZ
USGS,320715110573101,D-15-14 18CCC1 [D-1],GW,32.12097269,-110.9593773,FALSE,2019-10-28T19:26:57Z,AZ
